,Unnamed: 0,source,target,width,color,name
39,3025,3035,3025,286.8,#FFC0CB,3035 (interacts with) 3025
40,2310,3036,2310,60.6,#FFC0CB,3036 (interacts with) 2310
41,2311,3036,2311,60.6,#FFC0CB,3036 (interacts with) 2311
42,3016,3037,3016,286.8,#FFC0CB,3037 (interacts with) 3016
43,3026,3037,3026,286.8,#FFC0CB,3037 (interacts with) 3026
44,369,3038,369,143.4,#FFC0CB,3038 (interacts with) 369
45,368,3038,368,143.4,#FFC0CB,3038 (interacts with) 368
46,159,3039,159,130.2,#0000FF,3039 (interacts with) 159
47,98,3039,98,127.6,#FFA500,3039 (interacts with) 98
48,370,3040,370,143.4,#FFA500,3040 (interacts with) 370
49,3027,3040,3027,286.8,#0000FF,3040 (interacts with) 3027
50,2569,3041,2569,60.0,#FFA500,3041 (interacts with) 2569
51,2505,3041,2505,61.2,#0000FF,3041 (interacts with) 2505
52,2291,3042,2291,61.8,#FFC0CB,3042 (interacts with) 2291
53,2308,3042,2308,61.8,#FFC0CB,3042 (interacts with) 2308
54,3034,3043,3034,106.4,#0000FF,3043 (interacts with) 3034
55,2615,3043,2615,53.2,#FFA500,3043 (interacts with) 2615
56,889,3044,889,88.2,#0000FF,3044 (interacts with) 889
57,785,3044,785,84.6,#FFA500,3044 (interacts with) 785
58,2703,3045,2703,46.2,#FFC0CB,3045 (interacts with) 2703
59,2697,3045,2697,46.2,#FFC0CB,3045 (interacts with) 2697
60,2499,3046,2499,52.2,#FFC0CB,3046 (interacts with) 2499
61,2485,3046,2485,52.2,#FFC0CB,3046 (interacts with) 2485
62,2921,3047,2921,45.0,#FFA500,3047 (interacts with) 2921
63,2907,3047,2907,46.0,#0000FF,3047 (interacts with) 2907
64,2222,3048,2222,63.2,#FFA500,3048 (interacts with) 2222
65,2187,3048,2187,64.8,#0000FF,3048 (interacts with) 2187
66,2765,3049,2765,52.4,#FFA500,3049 (interacts with) 2765
67,2571,3049,2571,57.4,#0000FF,3049 (interacts with) 2571
68,2509,3050,2509,51.2,#FFA500,3050 (interacts with) 2509
69,2376,3050,2376,53.6,#0000FF,3050 (interacts with) 2376
70,2312,3051,2312,60.6,#FFA500,3051 (interacts with) 2312
71,3036,3051,3036,121.2,#0000FF,3051 (interacts with) 3036
72,2294,3052,2294,64.0,#FFA500,3052 (interacts with) 2294
73,2127,3052,2127,64.6,#0000FF,3052 (interacts with) 2127
74,2722,3053,2722,45.6,#FFA500,3053 (interacts with) 2722
75,2365,3053,2365,50.0,#0000FF,3053 (interacts with) 2365
76,2865,3054,2865,43.8,#FFC0CB,3054 (interacts with) 2865
77,2866,3054,2866,43.8,#FFC0CB,3054 (interacts with) 2866
78,3029,3055,3029,132.0,#FFC0CB,3055 (interacts with) 3029
79,3033,3055,3033,132.0,#FFC0CB,3055 (interacts with) 3033
80,1127,3056,1127,74.2,#0000FF,3056 (interacts with) 1127
81,1166,3056,1166,74.0,#FFA500,3056 (interacts with) 1166
82,397,3057,397,143.4,#FFC0CB,3057 (interacts with) 397
83,398,3057,398,143.4,#FFC0CB,3057 (interacts with) 398
84,1821,3058,1821,65.6,#FFC0CB,3058 (interacts with) 1821
85,1820,3058,1820,65.6,#FFC0CB,3058 (interacts with) 1820
86,537,3059,537,92.4,#0000FF,3059 (interacts with) 537
87,1059,3059,1059,62.4,#FFA500,3059 (interacts with) 1059
88,2220,3060,2220,89.2,#FFC0CB,3060 (interacts with) 2220
89,2219,3060,2219,89.2,#FFC0CB,3060 (interacts with) 2219
90,2754,3061,2754,49.8,#FFA500,3061 (interacts with) 2754
91,2467,3061,2467,55.8,#0000FF,3061 (interacts with) 2467
92,2305,3062,2305,60.4,#FFA500,3062 (interacts with) 2305
93,2268,3062,2268,61.2,#0000FF,3062 (interacts with) 2268
94,3046,3063,3046,104.4,#0000FF,3063 (interacts with) 3046
95,2500,3063,2500,52.2,#FFA500,3063 (interacts with) 2500
96,2238,3064,2238,52.2,#FFA500,3064 (interacts with) 2238
97,891,3064,891,76.6,#0000FF,3064 (interacts with) 891
98,2292,3065,2292,54.2,#FFA500,3065 (interacts with) 2292
99,2115,3065,2115,61.6,#0000FF,3065 (interacts with) 2115
100,2987,3066,2987,45.2,#FFC0CB,3066 (interacts with) 2987
101,2988,3066,2988,45.2,#FFC0CB,3066 (interacts with) 2988
102,2917,3067,2917,45.8,#FFA500,3067 (interacts with) 2917
103,3047,3067,3047,91.0,#0000FF,3067 (interacts with) 3047
104,2480,3068,2480,53.4,#0000FF,3068 (interacts with) 2480
105,2611,3068,2611,50.4,#FFA500,3068 (interacts with) 2611
106,1784,3069,1784,46.8,#FFA500,3069 (interacts with) 1784
107,1398,3069,1398,54.8,#0000FF,3069 (interacts with) 1398
108,1629,3070,1629,70.4,#FFC0CB,3070 (interacts with) 1629
109,1628,3070,1628,70.4,#FFC0CB,3070 (interacts with) 1628
110,3051,3071,3051,181.8,#0000FF,3071 (interacts with) 3051
111,2176,3071,2176,64.2,#FFA500,3071 (interacts with) 2176
112,2576,3072,2576,47.4,#FFA500,3072 (interacts with) 2576
113,2503,3072,2503,48.2,#0000FF,3072 (interacts with) 2503
114,2364,3073,2364,50.0,#FFA500,3073 (interacts with) 2364
115,3053,3073,3053,95.6,#0000FF,3073 (interacts with) 3053
116,2670,3074,2670,63.2,#FFA500,3074 (interacts with) 2670
117,1924,3074,1924,72.0,#0000FF,3074 (interacts with) 1924
118,1854,3075,1854,58.4,#FFC0CB,3075 (interacts with) 1854
119,1853,3075,1853,58.4,#FFC0CB,3075 (interacts with) 1853
120,365,3076,365,143.4,#FFC0CB,3076 (interacts with) 365
121,366,3076,366,143.4,#FFC0CB,3076 (interacts with) 366
122,3045,3077,3045,92.4,#0000FF,3077 (interacts with) 3045
123,2514,3077,2514,53.2,#FFA500,3077 (interacts with) 2514
124,2402,3078,2402,47.8,#FFA500,3078 (interacts with) 2402
125,2460,3078,2460,51.4,#0000FF,3078 (interacts with) 2460
126,2378,3079,2378,55.6,#0000FF,3079 (interacts with) 2378
127,2394,3079,2394,54.4,#FFA500,3079 (interacts with) 2394
128,298,3080,298,128.0,#0000FF,3080 (interacts with) 298
129,989,3080,989,75.2,#FFA500,3080 (interacts with) 989
130,2504,3081,2504,52.4,#FFA500,3081 (interacts with) 2504
131,3068,3081,3068,103.8,#0000FF,3081 (interacts with) 3068
132,719,3082,719,70.2,#0000FF,3082 (interacts with) 719
133,916,3082,916,65.2,#FFA500,3082 (interacts with) 916
134,2511,3083,2511,50.4,#FFC0CB,3083 (interacts with) 2511
135,2513,3083,2513,50.4,#FFC0CB,3083 (interacts with) 2513
136,1280,3084,1280,65.6,#FFC0CB,3084 (interacts with) 1280
137,1282,3084,1282,65.6,#FFC0CB,3084 (interacts with) 1282
138,3049,3085,3049,109.8,#0000FF,3085 (interacts with) 3049
139,2572,3085,2572,57.4,#FFA500,3085 (interacts with) 2572
140,2135,3086,2135,59.0,#0000FF,3086 (interacts with) 2135
141,2943,3086,2943,49.2,#FFA500,3086 (interacts with) 2943
142,3061,3087,3061,105.6,#0000FF,3087 (interacts with) 3061
143,2802,3087,2802,50.2,#FFA500,3087 (interacts with) 2802
144,1119,3088,1119,74.2,#0000FF,3088 (interacts with) 1119
145,1167,3088,1167,74.0,#FFA500,3088 (interacts with) 1167
146,3083,3089,3083,100.8,#0000FF,3089 (interacts with) 3083
147,2512,3089,2512,50.4,#FFA500,3089 (interacts with) 2512
148,3058,3090,3058,131.2,#0000FF,3090 (interacts with) 3058
149,1822,3090,1822,65.6,#FFA500,3090 (interacts with) 1822
150,2545,3091,2545,43.4,#FFA500,3091 (interacts with) 2545
151,2436,3091,2436,46.8,#0000FF,3091 (interacts with) 2436
152,1856,3092,1856,50.8,#0000FF,3092 (interacts with) 1856
153,1893,3092,1893,49.0,#FFA500,3092 (interacts with) 1893
154,2913,3093,2913,43.0,#FFA500,3093 (interacts with) 2913
155,2816,3093,2816,47.4,#0000FF,3093 (interacts with) 2816
156,851,3094,851,94.2,#0000FF,3094 (interacts with) 851
157,1085,3094,1085,91.6,#FFA500,3094 (interacts with) 1085
158,2240,3095,2240,54.4,#0000FF,3095 (interacts with) 2240
159,2448,3095,2448,51.8,#FFA500,3095 (interacts with) 2448
160,341,3096,341,76.6,#FFA500,3096 (interacts with) 341
161,568,3096,568,78.4,#0000FF,3096 (interacts with) 568
162,268,3097,268,106.4,#0000FF,3097 (interacts with) 268
163,314,3097,314,88.8,#FFA500,3097 (interacts with) 314
164,589,3098,589,87.4,#0000FF,3098 (interacts with) 589
165,1048,3098,1048,67.8,#FFA500,3098 (interacts with) 1048
166,3050,3099,3050,104.8,#0000FF,3099 (interacts with) 3050
167,2522,3099,2522,51.2,#FFA500,3099 (interacts with) 2522
168,363,3100,363,143.4,#FFC0CB,3100 (interacts with) 363
169,367,3100,367,143.4,#FFC0CB,3100 (interacts with) 367
170,2644,3101,2644,82.6,#0000FF,3101 (interacts with) 2644
171,2756,3101,2756,78.6,#FFA500,3101 (interacts with) 2756
172,1391,3102,1391,50.2,#FFA500,3102 (interacts with) 1391
173,1379,3102,1379,50.6,#0000FF,3102 (interacts with) 1379
174,2813,3103,2813,56.0,#0000FF,3103 (interacts with) 2813
175,2805,3103,2805,51.4,#FFA500,3103 (interacts with) 2805
176,3023,3104,3023,286.8,#FFA500,3104 (interacts with) 3023
177,3028,3104,3028,430.2,#0000FF,3104 (interacts with) 3028
178,1422,3105,1422,81.6,#0000FF,3105 (interacts with) 1422
179,1424,3105,1424,81.2,#FFA500,3105 (interacts with) 1424
180,1843,3106,1843,62.4,#FFA500,3106 (interacts with) 1843
181,1817,3106,1817,62.6,#0000FF,3106 (interacts with) 1817
182,1011,3107,1011,87.2,#0000FF,3107 (interacts with) 1011
183,2663,3107,2663,43.4,#FFA500,3107 (interacts with) 2663
184,261,3108,261,113.0,#0000FF,3108 (interacts with) 261
185,282,3108,282,100.8,#FFA500,3108 (interacts with) 282
186,1253,3109,1253,65.8,#FFA500,3109 (interacts with) 1253
187,3084,3109,3084,131.2,#0000FF,3109 (interacts with) 3084
188,1797,3110,1797,59.4,#FFA500,3110 (interacts with) 1797
189,1517,3110,1517,66.8,#0000FF,3110 (interacts with) 1517
190,2259,3111,2259,66.2,#FFA500,3111 (interacts with) 2259
191,3055,3111,3055,264.0,#0000FF,3111 (interacts with) 3055
192,2547,3112,2547,48.2,#FFA500,3112 (interacts with) 2547
193,3072,3112,3072,95.6,#0000FF,3112 (interacts with) 3072
194,2935,3113,2935,45.0,#FFA500,3113 (interacts with) 2935
195,2888,3113,2888,46.0,#0000FF,3113 (interacts with) 2888
196,1934,3114,1934,80.6,#0000FF,3114 (interacts with) 1934
197,2621,3114,2621,58.8,#FFA500,3114 (interacts with) 2621
198,635,3115,635,89.2,#0000FF,3115 (interacts with) 635
199,2609,3115,2609,46.2,#FFA500,3115 (interacts with) 2609
200,1068,3116,1068,84.4,#FFA500,3116 (interacts with) 1068
201,1078,3116,1078,84.6,#0000FF,3116 (interacts with) 1078
202,2442,3117,2442,59.6,#0000FF,3117 (interacts with) 2442
203,2451,3117,2451,59.4,#FFA500,3117 (interacts with) 2451
204,1050,3118,1050,68.2,#FFC0CB,3118 (interacts with) 1050
205,1015,3118,1015,68.2,#FFC0CB,3118 (interacts with) 1015
206,1495,3119,1495,59.4,#0000FF,3119 (interacts with) 1495
207,1476,3119,1476,59.2,#FFA500,3119 (interacts with) 1476
208,2717,3120,2717,55.6,#0000FF,3120 (interacts with) 2717
209,2744,3120,2744,54.0,#FFA500,3120 (interacts with) 2744
210,933,3121,933,72.2,#0000FF,3121 (interacts with) 933
211,1448,3121,1448,63.2,#FFA500,3121 (interacts with) 1448
212,1342,3122,1342,74.8,#0000FF,3122 (interacts with) 1342
213,2861,3122,2861,43.0,#FFA500,3122 (interacts with) 2861
214,1939,3123,1939,59.0,#FFA500,3123 (interacts with) 1939
215,1354,3123,1354,67.8,#0000FF,3123 (interacts with) 1354
216,619,3124,619,81.6,#0000FF,3124 (interacts with) 619
217,1678,3124,1678,54.6,#FFA500,3124 (interacts with) 1678
218,754,3125,754,132.8,#FFC0CB,3125 (interacts with) 754
219,755,3125,755,132.8,#FFC0CB,3125 (interacts with) 755
220,650,3126,650,92.6,#0000FF,3126 (interacts with) 650
221,2022,3126,2022,66.2,#FFA500,3126 (interacts with) 2022
222,3024,3127,3024,286.8,#FFA500,3127 (interacts with) 3024
223,3030,3127,3030,573.6,#0000FF,3127 (interacts with) 3030
224,90,3128,90,132.8,#0000FF,3128 (interacts with) 90
225,264,3128,264,98.4,#FFA500,3128 (interacts with) 264
226,1601,3129,1601,50.4,#0000FF,3129 (interacts with) 1601
227,1919,3129,1919,47.4,#FFA500,3129 (interacts with) 1919
228,1491,3130,1491,51.8,#FFA500,3130 (interacts with) 1491
229,1340,3130,1340,62.8,#0000FF,3130 (interacts with) 1340
230,1151,3131,1151,52.4,#FFA500,3131 (interacts with) 1151
231,1464,3131,1464,53.6,#0000FF,3131 (interacts with) 1464
232,2254,3132,2254,48.8,#0000FF,3132 (interacts with) 2254
233,2412,3132,2412,45.0,#FFA500,3132 (interacts with) 2412
234,3079,3133,3079,110.0,#0000FF,3133 (interacts with) 3079
235,2239,3133,2239,58.2,#FFA500,3133 (interacts with) 2239
236,625,3134,625,98.0,#FFA500,3134 (interacts with) 625
237,407,3134,407,107.6,#0000FF,3134 (interacts with) 407
238,1937,3135,1937,57.8,#FFC0CB,3135 (interacts with) 1937
239,1020,3135,1020,57.8,#FFC0CB,3135 (interacts with) 1020
240,1634,3136,1634,55.2,#0000FF,3136 (interacts with) 1634
241,2345,3136,2345,46.2,#FFA500,3136 (interacts with) 2345
242,1000,3137,1000,63.6,#0000FF,3137 (interacts with) 1000
243,1388,3137,1388,56.2,#FFA500,3137 (interacts with) 1388
244,1986,3138,1986,45.2,#0000FF,3138 (interacts with) 1986
245,1901,3138,1901,44.6,#FFA500,3138 (interacts with) 1901
246,2415,3139,2415,58.6,#FFA500,3139 (interacts with) 2415
247,1968,3139,1968,66.8,#0000FF,3139 (interacts with) 1968
248,874,3140,874,72.0,#0000FF,3140 (interacts with) 874
249,1377,3140,1377,52.2,#FFA500,3140 (interacts with) 1377
250,3071,3141,3071,246.0,#0000FF,3141 (interacts with) 3071
251,2158,3141,2158,65.0,#FFA500,3141 (interacts with) 2158
252,171,3142,171,129.8,#FFA500,3142 (interacts with) 171
253,103,3142,103,136.0,#0000FF,3142 (interacts with) 103
254,1333,3143,1333,80.0,#FFC0CB,3143 (interacts with) 1333
255,1326,3143,1326,80.0,#FFC0CB,3143 (interacts with) 1326
256,1912,3144,1912,51.8,#FFA500,3144 (interacts with) 1912
257,1713,3144,1713,55.8,#0000FF,3144 (interacts with) 1713
258,1557,3145,1557,68.8,#0000FF,3145 (interacts with) 1557
259,2232,3145,2232,60.6,#FFA500,3145 (interacts with) 2232
260,2357,3146,2357,64.4,#FFA500,3146 (interacts with) 2357
261,2349,3146,2349,64.8,#0000FF,3146 (interacts with) 2349
262,1057,3147,1057,60.6,#FFA500,3147 (interacts with) 1057
263,1086,3147,1086,66.6,#0000FF,3147 (interacts with) 1086
264,1674,3148,1674,67.8,#FFA500,3148 (interacts with) 1674
265,493,3148,493,113.6,#0000FF,3148 (interacts with) 493
266,1541,3149,1541,65.6,#FFA500,3149 (interacts with) 1541
267,813,3149,813,79.8,#0000FF,3149 (interacts with) 813
268,238,3150,238,130.2,#FFC0CB,3150 (interacts with) 238
269,237,3150,237,130.2,#FFC0CB,3150 (interacts with) 237
270,2630,3151,2630,49.0,#0000FF,3151 (interacts with) 2630
271,2828,3151,2828,46.0,#FFA500,3151 (interacts with) 2828
272,1410,3152,1410,68.0,#FFA500,3152 (interacts with) 1410
273,1248,3152,1248,70.4,#0000FF,3152 (interacts with) 1248
274,1824,3153,1824,60.4,#FFA500,3153 (interacts with) 1824
275,1765,3153,1765,70.2,#0000FF,3153 (interacts with) 1765
276,2051,3154,2051,66.4,#FFC0CB,3154 (interacts with) 2051
277,2041,3154,2041,66.4,#FFC0CB,3154 (interacts with) 2041
278,2617,3155,2617,47.4,#FFA500,3155 (interacts with) 2617
279,1305,3155,1305,60.4,#0000FF,3155 (interacts with) 1305
280,1598,3156,1598,52.4,#0000FF,3156 (interacts with) 1598
281,2340,3156,2340,45.4,#FFA500,3156 (interacts with) 2340
282,2120,3157,2120,43.8,#FFA500,3157 (interacts with) 2120
283,684,3157,684,85.0,#0000FF,3157 (interacts with) 684
284,2050,3158,2050,52.0,#FFA500,3158 (interacts with) 2050
285,1293,3158,1293,65.4,#0000FF,3158 (interacts with) 1293
286,2272,3159,2272,56.8,#FFA500,3159 (interacts with) 2272
287,2257,3159,2257,57.4,#0000FF,3159 (interacts with) 2257
288,736,3160,736,92.4,#0000FF,3160 (interacts with) 736
289,1135,3160,1135,79.0,#FFA500,3160 (interacts with) 1135
290,1447,3161,1447,81.6,#0000FF,3161 (interacts with) 1447
291,2267,3161,2267,62.2,#FFA500,3161 (interacts with) 2267
292,2594,3162,2594,44.6,#FFA500,3162 (interacts with) 2594
293,1838,3162,1838,50.8,#0000FF,3162 (interacts with) 1838
294,782,3163,782,102.4,#0000FF,3163 (interacts with) 782
295,824,3163,824,99.4,#FFA500,3163 (interacts with) 824
296,274,3164,274,97.2,#0000FF,3164 (interacts with) 274
297,595,3164,595,80.4,#FFA500,3164 (interacts with) 595
298,2167,3165,2167,50.4,#FFA500,3165 (interacts with) 2167
299,1511,3165,1511,66.8,#0000FF,3165 (interacts with) 1511
300,1616,3166,1616,73.6,#FFA500,3166 (interacts with) 1616
301,1603,3166,1603,73.8,#0000FF,3166 (interacts with) 1603
302,1766,3167,1766,66.8,#FFA500,3167 (interacts with) 1766
303,415,3167,415,123.8,#0000FF,3167 (interacts with) 415
304,2820,3168,2820,45.2,#FFA500,3168 (interacts with) 2820
305,2800,3168,2800,48.0,#0000FF,3168 (interacts with) 2800
306,1635,3169,1635,55.0,#FFA500,3169 (interacts with) 1635
307,1096,3169,1096,63.2,#0000FF,3169 (interacts with) 1096
308,2833,3170,2833,51.8,#FFA500,3170 (interacts with) 2833
309,3052,3170,3052,128.6,#0000FF,3170 (interacts with) 3052
310,399,3171,399,143.4,#FFC0CB,3171 (interacts with) 399
311,400,3171,400,143.4,#FFC0CB,3171 (interacts with) 400
312,1617,3172,1617,73.4,#0000FF,3172 (interacts with) 1617
313,2723,3172,2723,43.8,#FFA500,3172 (interacts with) 2723
314,2803,3173,2803,48.2,#FFA500,3173 (interacts with) 2803
315,609,3173,609,86.4,#0000FF,3173 (interacts with) 609
316,1666,3174,1666,53.8,#FFA500,3174 (interacts with) 1666
317,795,3174,795,67.6,#0000FF,3174 (interacts with) 795
318,3148,3175,3148,181.4,#0000FF,3175 (interacts with) 3148
319,1465,3175,1465,67.8,#FFA500,3175 (interacts with) 1465
320,2209,3176,2209,50.0,#0000FF,3176 (interacts with) 2209
321,2482,3176,2482,48.8,#FFA500,3176 (interacts with) 2482
322,1052,3177,1052,91.0,#0000FF,3177 (interacts with) 1052
323,1814,3177,1814,55.4,#FFA500,3177 (interacts with) 1814
324,888,3178,888,60.0,#FFA500,3178 (interacts with) 888
325,798,3178,798,62.8,#0000FF,3178 (interacts with) 798
326,1155,3179,1155,91.0,#FFA500,3179 (interacts with) 1155
327,1074,3179,1074,94.8,#0000FF,3179 (interacts with) 1074
328,518,3180,518,65.0,#0000FF,3180 (interacts with) 518
329,636,3180,636,61.8,#FFA500,3180 (interacts with) 636
330,3048,3181,3048,128.0,#0000FF,3181 (interacts with) 3048
331,2144,3181,2144,63.6,#FFA500,3181 (interacts with) 2144
332,2461,3182,2461,58.2,#0000FF,3182 (interacts with) 2461
333,2281,3182,2281,56.8,#FFA500,3182 (interacts with) 2281
334,1411,3183,1411,68.0,#FFA500,3183 (interacts with) 1411
335,3152,3183,3152,138.4,#0000FF,3183 (interacts with) 3152
336,2071,3184,2071,49.2,#0000FF,3184 (interacts with) 2071
337,2474,3184,2474,43.2,#FFA500,3184 (interacts with) 2474
338,832,3185,832,73.4,#0000FF,3185 (interacts with) 832
339,1271,3185,1271,62.6,#FFA500,3185 (interacts with) 1271
340,2395,3186,2395,49.6,#0000FF,3186 (interacts with) 2395
341,2543,3186,2543,43.6,#FFA500,3186 (interacts with) 2543
342,2558,3187,2558,56.6,#0000FF,3187 (interacts with) 2558
343,2955,3187,2955,52.0,#FFA500,3187 (interacts with) 2955
344,71,3188,71,160.6,#0000FF,3188 (interacts with) 71
345,1707,3188,1707,84.2,#FFA500,3188 (interacts with) 1707
346,850,3189,850,74.0,#0000FF,3189 (interacts with) 850
347,1172,3189,1172,54.2,#FFA500,3189 (interacts with) 1172
348,1216,3190,1216,56.4,#FFA500,3190 (interacts with) 1216
349,3082,3190,3082,135.4,#0000FF,3190 (interacts with) 3082
350,336,3191,336,81.0,#0000FF,3191 (interacts with) 336
351,1701,3191,1701,53.4,#FFA500,3191 (interacts with) 1701
352,958,3192,958,93.6,#FFA500,3192 (interacts with) 958
353,623,3192,623,103.6,#0000FF,3192 (interacts with) 623
354,2516,3193,2516,64.0,#0000FF,3193 (interacts with) 2516
355,2896,3193,2896,50.6,#FFA500,3193 (interacts with) 2896
356,2296,3194,2296,61.2,#0000FF,3194 (interacts with) 2296
357,2910,3194,2910,48.4,#FFA500,3194 (interacts with) 2910
358,1654,3195,1654,64.8,#FFA500,3195 (interacts with) 1654
359,1605,3195,1605,65.0,#0000FF,3195 (interacts with) 1605
360,833,3196,833,84.6,#0000FF,3196 (interacts with) 833
361,2352,3196,2352,44.8,#FFA500,3196 (interacts with) 2352
362,1696,3197,1696,64.8,#FFA500,3197 (interacts with) 1696
363,1005,3197,1005,66.8,#0000FF,3197 (interacts with) 1005
364,203,3198,203,98.0,#0000FF,3198 (interacts with) 203
365,447,3198,447,90.2,#FFA500,3198 (interacts with) 447
366,3161,3199,3161,143.8,#0000FF,3199 (interacts with) 3161
367,1593,3199,1593,69.4,#FFA500,3199 (interacts with) 1593
368,2028,3200,2028,46.0,#FFA500,3200 (interacts with) 2028
369,1737,3200,1737,50.4,#0000FF,3200 (interacts with) 1737
370,2136,3201,2136,71.2,#0000FF,3201 (interacts with) 2136
371,2859,3201,2859,51.0,#FFA500,3201 (interacts with) 2859
372,1720,3202,1720,78.6,#0000FF,3202 (interacts with) 1720
373,1830,3202,1830,70.8,#FFA500,3202 (interacts with) 1830
374,2596,3203,2596,53.8,#FFA500,3203 (interacts with) 2596
375,3043,3203,3043,159.6,#0000FF,3203 (interacts with) 3043
376,829,3204,829,90.8,#0000FF,3204 (interacts with) 829
377,1651,3204,1651,61.2,#FFA500,3204 (interacts with) 1651
378,1627,3205,1627,79.0,#FFC0CB,3205 (interacts with) 1627
379,1626,3205,1626,79.0,#FFC0CB,3205 (interacts with) 1626
380,2420,3206,2420,51.8,#FFA500,3206 (interacts with) 2420
381,1344,3206,1344,79.8,#0000FF,3206 (interacts with) 1344
382,2641,3207,2641,46.8,#FFA500,3207 (interacts with) 2641
383,2672,3207,2672,60.0,#0000FF,3207 (interacts with) 2672
384,281,3208,281,120.4,#FFA500,3208 (interacts with) 281
385,3098,3208,3098,155.2,#0000FF,3208 (interacts with) 3098
386,3158,3209,3158,117.4,#0000FF,3209 (interacts with) 3158
387,2090,3209,2090,52.2,#FFA500,3209 (interacts with) 2090
388,93,3210,93,127.2,#0000FF,3210 (interacts with) 93
389,726,3210,726,74.0,#FFA500,3210 (interacts with) 726
390,1174,3211,1174,65.4,#0000FF,3211 (interacts with) 1174
391,1594,3211,1594,59.4,#FFA500,3211 (interacts with) 1594
392,3156,3212,3156,97.8,#0000FF,3212 (interacts with) 3156
393,2303,3212,2303,49.0,#FFA500,3212 (interacts with) 2303
394,2873,3213,2873,44.0,#FFA500,3213 (interacts with) 2873
395,2242,3213,2242,61.2,#0000FF,3213 (interacts with) 2242
396,1443,3214,1443,62.0,#FFA500,3214 (interacts with) 1443
397,1145,3214,1145,77.2,#0000FF,3214 (interacts with) 1145
398,1958,3215,1958,54.2,#0000FF,3215 (interacts with) 1958
399,2128,3215,2128,51.4,#FFA500,3215 (interacts with) 2128
400,1211,3216,1211,83.8,#FFC0CB,3216 (interacts with) 1211
401,1212,3216,1212,83.8,#FFC0CB,3216 (interacts with) 1212
402,2301,3217,2301,63.0,#FFC0CB,3217 (interacts with) 2301
403,2302,3217,2302,63.0,#FFC0CB,3217 (interacts with) 2302
404,864,3218,864,72.4,#0000FF,3218 (interacts with) 864
405,2202,3218,2202,44.0,#FFA500,3218 (interacts with) 2202
406,2110,3219,2110,56.0,#0000FF,3219 (interacts with) 2110
407,2650,3219,2650,49.0,#FFA500,3219 (interacts with) 2650
408,1906,3220,1906,77.4,#0000FF,3220 (interacts with) 1906
409,1913,3220,1913,76.6,#FFA500,3220 (interacts with) 1913
410,1500,3221,1500,56.2,#FFC0CB,3221 (interacts with) 1500
411,1505,3221,1505,56.2,#FFC0CB,3221 (interacts with) 1505
412,2018,3222,2018,45.2,#FFA500,3222 (interacts with) 2018
